Rank,Artist,Album,Date,Genres,RYM Rating,Ratings,RYM Ratings,Reviews
103,System of a Down,Mezmerize,17-May-05,Alternative Metal,3.58,11413,,208
104,Bright Eyes,"I'm Wide Awake, It's Morning",25-Jan-05,"Indie Folk, Contemporary Folk",3.61,8905,,178
105,Wobbler,Hinterland,6-Sep-05,"Symphonic Prog, Progressive Rock",3.7,540,,16
106,StarGazer,The Scream That Tore the Sky,10-Jan-05,Technical Death Metal,3.69,695,,15
107,Glass Hammer,The Inconsolable Secret,12-Jul-05,"Symphonic Prog, Progressive Rock",3.74,161,,7
108,The New Pornographers,Twin Cinema,23-Aug-05,"Power Pop, Indie Pop",3.65,4026,,85
109,Eels,Blinking Lights and Other Revelations,25-Apr-05,"Singer/Songwriter, Indie Pop",3.67,2303,,77
110,Jack Rose,Kensington Blues,30-Aug-05,American Primitivism,3.7,886,,6
111,!T.O.O.H.!,Order and Punishment,12-Dec-05,Technical Death Metal,3.66,1101,,22
112,Гражданская оборона [Grazhdanskaya Oborona],Сносная тяжесть небытия,2005,"Post-Punk, Psychedelic Rock, Art Punk",3.71,208,,1
113,M.I.A.,Arular,22-Mar-05,"UK Hip Hop, Electropop",3.62,5873,,98
114,Evoken,Antithesis of Light,28-Feb-05,"Funeral Doom Metal, Death Doom Metal",3.67,893,,20
115,Sean Price,Monkey Barz,31-May-05,"East Coast Hip Hop, Boom Bap, Hardcore Hip Hop",3.69,800,,17
116,Manu Katché,Neighbourhood,26-Sep-05,ECM Style Jazz,3.73,157,,5
117,Masada String Trio,Azazel: Book of Angels Volume 2,5-Nov-05,Chamber Jazz,3.72,210,,2
118,銀杏BOYZ [Ging Nang Boyz],Door,15-Jan-05,"Noise Rock, Pop Punk",3.7,229,,1
119,Thrice,Vheissu,18-Oct-05,"Post-Hardcore, Alternative Rock",3.64,2445,,44
120,Dark Tranquillity,Character,19-Jan-05,Melodic Death Metal,3.64,2155,,49
1,J Dilla,Donuts,7-Feb-06,Instrumental Hip Hop,4.06,17835,,252
2,Joanna Newsom,Ys,14-Nov-06,"Chamber Folk, Singer/Songwriter, Progressive Folk",3.98,15640,,290
3,"増田順一 [Junichi Masuda], 一之瀬剛 [Go Ichinose] & 佐藤仁美 [Hitomi Sato]",ニンテンドーDS ポケモン ダイヤモンド&パール スーパーミュージックコレクション  (Nintendo DS Pokémon Diamond & Pearl Super Music Collection),22-Dec-06,"Video Game Music, Sequencer & Tracker",4.02,716,,4
4,Agalloch,Ashes Against the Grain,8-Aug-06,Post-Metal,3.9,8747,,160
5,Tom Waits,"Orphans: Brawlers, Bawlers & Bastards",20-Nov-06,"Singer/Songwriter, Blues Rock, Folk Rock",3.91,4155,,114
6,Clipse,Hell Hath No Fury,28-Nov-06,"Southern Hip Hop, Gangsta Rap",3.88,6434,,101
7,目黒将司 [Shoji Meguro],Persona3,19-Jul-06,"Video Game Music, Electronic",3.93,822,,6
8,下村陽子 [Yoko Shimomura],Kingdom Hearts II Original Soundtrack,25-Jan-06,"Video Game Music, Cinematic Classical",3.93,472,,10
9,Clint Mansell,The Fountain,21-Nov-06,"Film Score, Modern Classical, Cinematic Classical",3.88,2237,,59
10,Brand New,The Devil and God Are Raging Inside Me,21-Nov-06,"Emo, Indie Rock",3.8,13884,,226
11,Natural Snow Buildings,The Dance of the Moon and the Sun,2006,"Drone, Psychedelic Folk, Avant-Folk",3.86,4526,,99
12,Tim Hecker,Harmony in Ultraviolet,16-Oct-06,Ambient,3.85,7691,,68
13,The Roots,Game Theory,29-Aug-06,"East Coast Hip Hop, Hardcore Hip Hop",3.87,4392,,72
14,Celtic Frost,Monotheist,30-May-06,Doom Metal,3.81,4132,,90
15,Münchener Kammerorchester / Christoph Poppen / Frances-Marie Uitti,Natura renovatur,9-May-06,Modern Classical,3.86,693,,4
16,Cult of Luna,Somewhere Along the Highway,24-Apr-06,"Atmospheric Sludge Metal, Post-Metal",3.81,3673,,58
17,Jeremy Soule,The Elder Scrolls IV: Oblivion,11-Mar-06,"Video Game Music, Cinematic Classical, Modern Classical",3.84,804,,12
18,Ghostface Killah,Fishscale,28-Mar-06,"East Coast Hip Hop, Hardcore Hip Hop",3.8,4091,,95
19,The Arrogant Sons of Bitches,Three Cheers for Disappointment,17-Jan-06,"Ska Punk, Skate Punk",3.79,1679,,12
20,Amy Winehouse,Back to Black,30-Oct-06,"Soul, Rhythm & Blues, Pop Soul",3.76,9233,,208
21,近藤嶺 [Rei Kondoh] / 上田雅美 [Masami Ueda] / 山口裕史 [Hiroshi Yamaguchi],大神 オリジナル・サウンドトラック (Okami Original Soundtrack),31-May-06,"Video Game Music, Japanese Folk Music, Japanese Classical Music, New Age",3.85,249,,4
22,Shawn Lee,Bully: Original Soundtrack,2006,Video Game Music,3.86,254,,4
23,Javier Navarrete,Le labyrinthe de Pan,23-Oct-06,"Film Score, Cinematic Classical",3.84,266,,4
24,The Knife,Silent Shout,20-Mar-06,"Electropop, Synthpop",3.73,10210,,160
25,Scott Walker,The Drift,8-May-06,"Experimental, Singer/Songwriter, Post-Industrial",3.74,4299,,131
26,Jay Reatard,Blood Visions,11-Sep-06,Garage Punk,3.77,4538,,48
27,Drudkh,Кров у наших криницях (Blood in Our Wells),23-Mar-06,"Atmospheric Black Metal, Pagan Black Metal",3.76,3337,,50
28,タニウチ ヒデキ [Hideki Taniuchi] / 平野義久 [Yoshihisa Hirano],Death Note,21-Dec-06,"Post-Rock, Television Music, Orchestral",3.8,621,,6
29,Estonian Philharmonic Chamber Choir / Paul HillierEesti Filharmoonia KammerkoorPaul Hillier,Da pacem,12-Sep-06,"Choral, Modern Classical",3.81,450,,5
30,増田俊郎 [Toshio Masuda],「蟲師」オリジナルサウンドトラック 蟲音 前 (Mushishi Original Soundtrack Mushinone Zen),24-Mar-06,"Television Music, New Age",3.8,178,,1
31,Mastodon,Blood Mountain,12-Sep-06,"Progressive Metal, Sludge Metal",3.72,8296,,146
32,Wuthering Heights,The Shadow Cabinet,27-Oct-06,"Power Metal, Progressive Metal",3.74,528,,15
33,Warning,Watching From a Distance,6-Dec-06,Doom Metal,3.75,2571,,71
34,Dinal,W strefie jarania i w strefie rymowania,10-Oct-06,Boom Bap,3.79,534,,6
35,Getatchew Mekuria & The Ex & Guestsጌታቸው መኩሪያ [Gétatchèw Mèkurya]The Ex,Moa Anbessa,6-Dec-06,"Ethio-Jazz, Art Punk",3.77,1307,,9
36,mewithoutYou,"Brother, Sister",26-Sep-06,"Indie Rock, Post-Hardcore",3.74,2885,,43
37,My Chemical Romance,The Black Parade,24-Oct-06,"Pop Punk, Rock Opera, Alternative Rock",3.63,11827,,195
38,Tool,"10,000 Days",2-May-06,"Alternative Metal, Progressive Rock, Progressive Metal",3.65,14411,,361
39,Negură Bunget,OM,27-Oct-06,"Atmospheric Black Metal, Pagan Black Metal, Progressive Metal",3.72,3535,,64
40,The Ruins of Beverast,Rain Upon the Impure,24-Dec-06,Atmospheric Black Metal,3.74,1642,,29
41,Insomnium,Above the Weeping World,18-Sep-06,Melodic Death Metal,3.72,2136,,47
42,Martin O'Donnell & Michael Salvatori,Halo 2 Original Soundtrack Volume Two,25-Apr-06,"Cinematic Classical, Video Game Music",3.8,196,,1
43,平沢進 [Susumu Hirasawa],白虎野 (Byakkoya),2-Feb-06,"Art Pop, Progressive Pop, Synthpop",3.79,316,,2
44,Pagan Altar,Mythical & Magical,18-Dec-06,Heavy Metal,3.75,876,,18
45,Katatonia,The Great Cold Distance,13-Mar-06,Alternative Metal,3.71,4096,,73
46,Neko Case,Fox Confessor Brings the Flood,7-Mar-06,"Alt-Country, Singer/Songwriter, Americana",3.74,2774,,78
47,Killing Joke,Hosannas From the Basements of Hell,3-Apr-06,Industrial Metal,3.74,1560,,30
48,Johnny Cash,American V: A Hundred Highways,4-Jul-06,"Americana, Country",3.74,2142,,54
49,Drawn and Quartered,Hail Infernal Darkness,3-Jan-06,Death Metal,3.73,453,,5
50,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",23-Jan-06,"Indie Rock, Garage Rock Revival",3.61,19736,,393
51,Avishai Cohen,Continuo,23-May-06,"Post-Bop, Chamber Jazz",3.75,524,,5
52,パール兄弟 [Pearl Brothers],「N・H・Kにようこそ!」O.S.T.ダークサイドにようこそ! (Welcome to the Dark Side!),23-Aug-06,"Television Music, Pop Rock",3.78,216,,2
53,(The) Melvins,(A) Senile Animal,10-Oct-06,Sludge Metal,3.73,2264,,37
54,Peste Noire,La sanie des siècles : Panégyrique de la dégénérescence,2-Aug-06,Black Metal,3.68,3060,,36
55,The Necks,Chemist,6-May-06,Avant-Garde Jazz,3.75,663,,11
56,Rodrigo y Gabriela,Rodrigo y Gabriela,17-Feb-06,Acoustic Rock,3.73,1375,,31
57,Destroyer,Destroyer's Rubies,21-Feb-06,"Chamber Pop, Indie Rock",3.7,3568,,74
58,Enslaved,Ruun,8-May-06,"Progressive Metal, Black Metal",3.69,1972,,33
59,e.s.t.,Tuesday Wonderland,22-Sep-06,Avant-Garde Jazz,3.74,433,,5
60,Hammers of Misfortune,The Locust Years,26-Jun-06,"Progressive Metal, Heavy Metal",3.71,557,,12
61,Solitude Aeturnus,Alone,10-Nov-06,"Doom Metal, Traditional Doom Metal, Epic Doom Metal",3.71,570,,24
62,The Decemberists,The Crane Wife,3-Oct-06,"Folk Rock, Indie Folk, Indie Pop",3.67,5231,,149
63,Meshuggah,Nothing,3-Nov-06,Djent,3.68,1628,,14
64,BBC Symphony Orchestra / John Adams / Tracy Scott Silverman,The Dharma at Big Sur; My Father Knew Charles Ives,26-Sep-06,"Tone Poem, Concerto",3.74,NA,NA,NA
65,Tenhi,Maaäet,10-Feb-06,Dark Folk,3.7,2266,,27
66,Lupe Fiasco,Lupe Fiasco's Food & Liquor,19-Sep-06,Conscious Hip Hop,3.68,4468,,80
67,Bruce Springsteen,We Shall Overcome: The Seeger Sessions,25-Apr-06,"American Folk Music, Folk Rock, Americana",3.7,1739,,54
68,Pure Reason Revolution,The Dark Third,10-Apr-06,Progressive Rock,3.7,1416,,52
69,Heavenly,Virus,13-Nov-06,Power Metal,3.67,367,,14
70,Jesper Kyd,Hitman: Blood Money,30-Jun-06,"Video Game Music, Ambient, Cinematic Classical",3.73,180,,8
71,The Lawrence Arms,Oh! Calcutta!,7-Mar-06,Punk Rock,3.71,406,,7
72,Jason Lescalleet,The Pilgrim,2006,"Drone, Dark Ambient",3.69,617,,5
73,Dolorian,Voidwards,30-Apr-06,Doom Metal,3.69,554,,15
74,Uzva,Uoma,2006,"Jazz-Rock, Progressive Rock",3.75,162,,6
75,Wolves in the Throne Room,Diadem of 12 Stars,5-Feb-06,Atmospheric Black Metal,3.66,3295,,42
76,Viper,Ready and... Willing,16-Mar-06,"Cloud Rap, Southern Hip Hop, Experimental Hip Hop",3.7,390,,5
77,Rx Bandits,...And the Battle Begun,14-Jun-06,Progressive Rock,3.69,532,,8
78,Guthrie Govan,Erotic Cakes,6-Aug-06,"Jazz Fusion, Progressive Rock",3.67,610,,15
79,Summoning,Oath Bound,21-Mar-06,"Atmospheric Black Metal, Symphonic Black Metal",3.66,1835,,20
80,Midlake,The Trials of Van Occupanther,5-Jun-06,"Folk Rock, Indie Folk",3.67,2628,,101
81,Anouar Brahem,Le voyage de Sahar,31-Jan-06,"Arabic Jazz, Chamber Jazz",3.71,402,,9
82,One Shot,Ewaz Vader,2006,"Jazz Fusion, Zeuhl",3.71,237,,8
83,Loreena McKennitt,An Ancient Muse,20-Nov-06,"Celtic New Age, Celtic Folk Music",3.69,432,,13
84,Hiromi,Spiral,17-Jan-06,Post-Bop,3.7,370,,10
85,Amon Amarth,With Oden on Our Side,22-Sep-06,Melodic Death Metal,3.62,3315,,92
86,Saturnus,Veronika Decides to Die,3-May-06,"Death Doom Metal, Doom Metal",3.67,660,,13
87,Tomasz Stanko Quartet,Lontano,25-Aug-06,"ECM Style Jazz, Modal Jazz",3.7,326,,6
88,Kayo Dot,Dowsing Anemone With Copper Tongue,10-Jan-06,"Experimental Rock, Avant-Garde Metal, Post-Metal",3.63,1978,,61
89,Susumu Hirasawa,"""Paprika""",23-Nov-06,"Film Score, Electronic",3.69,673,,7
90,The Black Crowes,The Lost Crowes,26-Sep-06,"Blues Rock, Southern Rock",3.72,217,,6
91,Frost*,Milliontown,18-Jul-06,"Neo-Prog, Progressive Rock",3.66,637,,25
92,Contemporary Noise Quintet,Pig Inside the Gentleman,30-Oct-06,"Jazz, Avant-Garde Jazz",3.69,467,,9
93,Joose Keskitalo,Kaupungit puristuvat puristimissa,6-Mar-06,Singer/Songwriter,3.69,339,,5
94,TV on the Radio,Return to Cookie Mountain,3-Jul-06,"Indie Rock, Art Rock",3.62,6750,,157
95,Fear Before the March of Flames,The Always Open Mouth,19-Sep-06,Post-Hardcore,3.66,830,,17
96,Dog Fashion Disco,Adultery,4-Apr-06,"Alternative Metal, Avant-Garde Metal",3.62,694,,12
97,Pharaoh,The Longest Night,21-Feb-06,"Power Metal, US Power Metal",3.67,284,,6
98,Michael Giacchino,Lost,21-Mar-06,"Television Music, Cinematic Classical",3.72,181,,7
99,東京事変 [Tokyo Jihen],大人 (Adult),25-Jan-06,"Jazz-Rock, Pop Rock, Art Pop",3.66,875,,7
100,Motorpsycho,Black Hole / Blank Canvas,17-Mar-06,Alternative Rock,3.7,435,,7
101,Nina Nastasia,On Leaving,11-Sep-06,Contemporary Folk,3.7,267,,7
102,Repugnant,Epitome of Darkness,2006,Death Metal,3.67,584,,7
103,Areknamés,Love Hate Round Trip,15-Jun-06,Progressive Rock,3.69,203,,14
104,Luigi Nono,Complete Works for Solo Tape,2006,"Tape Music, Modern Classical",3.7,205,,3
105,Melechesh,Emissaries,30-Oct-06,Melodic Black Metal,3.64,1300,,27
106,Belle and Sebastian,The Life Pursuit,6-Feb-06,"Indie Pop, Chamber Pop",3.63,5487,,134
107,Horațiu Rădulescu / Vincent Royer / Gérard Caussé,Intimate Rituals,21-Nov-06,Spectralism,3.65,759,,9
108,Mystic Prophecy,Savage Souls,24-Feb-06,Power Metal,3.72,158,,5
109,The Drones,Gala Mill,2-Sep-06,"Punk Blues, Garage Rock",3.67,797,,13
110,Isis,In the Absence of Truth,31-Oct-06,"Atmospheric Sludge Metal, Post-Metal",3.63,3647,,64
111,Deftones,Saturday Night Wrist,31-Oct-06,"Alternative Metal, Alternative Rock",3.62,5554,,72
112,Ahab,The Call of the Wretched Sea,29-Sep-06,Funeral Doom Metal,3.64,2080,,47
113,Bonnie 'Prince' Billy,The Letting Go,19-Sep-06,"Contemporary Folk, Americana, Singer/Songwriter",3.65,1730,,35
114,Burial,Burial,15-May-06,"Dubstep, Future Garage",3.61,7050,,67
115,The Black Angels,Passover,11-Apr-06,Psychedelic Rock,3.65,2065,,50
116,Antònia Font,Batiscafo Katiuscas,13-Mar-06,Indie Pop,3.71,188,,9
117,Colour Haze,Tempel,1-Sep-06,"Stoner Rock, Heavy Psych, Psychedelic Rock",3.66,957,,15
118,Grizzly Bear,Yellow House,4-Sep-06,"Psychedelic Folk, Indie Folk",3.61,5756,,117
119,Sunn O))) & Boris,Altar,23-Oct-06,"Drone, Post-Rock",3.62,4241,,51
120,Troum & All Sides,Shutûn,15-Dec-06,"Dark Ambient, Drone",3.65,916,,21
1,Radiohead,In Rainbows,10-Oct-07,"Art Rock, Alternative Rock",4.17,46222,,745
2,Burial,Untrue,5-Nov-07,"Future Garage, Dubstep",3.93,19985,,296
3,LCD Soundsystem,Sound of Silver,12-Mar-07,"Dance-Punk, Indietronica",3.9,17630,,222
4,Animal Collective,Strawberry Jam,10-Sep-07,"Neo-Psychedelia, Art Pop",3.79,18672,,292
5,Stars of the Lid,And Their Refinement of the Decline,2-Apr-07,"Ambient, Drone",3.87,6158,,101
6,Grand Valley State University New Music Ensemble,Music for 18 Musicians,16-Oct-07,Minimalism,3.9,479,,2
7,The National,Boxer,22-May-07,"Indie Rock, Post-Punk Revival",3.8,13520,,277
8,Panda Bear,Person Pitch,20-Mar-07,"Psychedelic Pop, Neo-Psychedelia",3.78,13437,,272
9,Bon Iver,"For Emma, Forever Ago",8-Jul-07,"Indie Folk, Singer/Songwriter",3.76,16774,,228
10,Deathspell Omega,"Fas – Ite, maledicti, in ignem aeternum",16-Jul-07,Black Metal,3.82,3836,,56
11,Moonsorrow,V: Hävitetty,10-Jan-07,"Folk Metal, Viking Metal",3.83,1823,,41
12,Primordial,To the Nameless Dead,16-Nov-07,Folk Metal,3.82,2877,,62
13,Nick Cave and Warren Ellis,The Assassination of Jesse James by the Coward Robert Ford,5-Nov-07,"Film Score, Modern Classical",3.86,1121,,19
14,Porcupine Tree,Fear of a Blank Planet,16-Apr-07,Progressive Rock,3.77,8376,,298
15,Blu & Exile,Below the Heavens,14-Aug-07,"Conscious Hip Hop, West Coast Hip Hop, Boom Bap, Jazz Rap",3.8,3265,,52
16,Dario Marianelli,Atonement,10-Sep-07,"Film Score, Cinematic Classical",3.85,243,,4
17,Gris,Il était une forêt...,20-Dec-07,"Depressive Black Metal, Atmospheric Black Metal",3.79,2480,,40
18,椎名林檎 × 斎藤ネコ椎名林檎 [Sheena Ringo]斎藤ネコ [Neko Saitō],平成風俗 (Heisei fūzoku),21-Feb-07,"Jazz Pop, Art Pop, Film Soundtrack",3.81,1260,,11
19,Martin O'Donnell & Michael Salvatori,Halo 3,20-Nov-07,"Video Game Music, Cinematic Classical",3.83,328,,1
20,Magnolia Electric Co.,Sojourner,7-Aug-07,"Alt-Country, Americana, Folk Rock, Contemporary Folk",3.81,832,,9
21,Arcade Fire,Neon Bible,6-Mar-07,Indie Rock,3.67,20082,,482
22,of Montreal,"Hissing Fauna, Are You the Destroyer?",23-Jan-07,"Psychedelic Pop, Indie Pop, Neo-Psychedelia",3.72,9646,,187
23,Wolves in the Throne Room,Two Hunters,25-Sep-07,Atmospheric Black Metal,3.75,4585,,78
24,Joshua Gordon / Randall Hodgkinson,Complete Works for Cello and Piano,7-Jan-07,"Modern Classical, Chamber Music",3.82,301,,3
25,Reverend Bizarre,III: So Long Suckers,8-Aug-07,Doom Metal,3.75,1035,,33
26,The Angelic Process,Weighing Souls With Sand,15-May-07,"Drone Metal, Shoegaze, Post-Metal",3.72,4797,,81
27,The Field,From Here We Go Sublime,26-Mar-07,"Minimal Techno, Tech House",3.73,5717,,82
28,目黒将司 [Shoji Meguro],Persona3 FES: Original Soundtrack (ペルソナ3 フェス オリジナル・サウンドトラック),2-May-07,Video Game Music,3.82,NA,NA,NA
29,Between the Buried and Me,Colors,18-Sep-07,"Progressive Metal, Metalcore",3.65,6158,,133
30,The Tuss,Rushup Edge,25-Jun-07,"Acid Techno, IDM",3.74,1584,,24
31,Insect Warfare,World Extermination,10-Sep-07,Grindcore,3.73,1954,,29
32,Michael Giacchino,Ratatouille,26-Jun-07,"Film Score, Cinematic Classical",3.8,NA,NA,NA
33,Furia,Martwa polska jesień,7-Apr-07,Black Metal,3.74,965,,5
34,Various Artists,Once: Music From the Motion Picture,22-May-07,"Singer/Songwriter, Film Soundtrack, Folk Pop",3.74,974,,25
35,Electric Wizard,Witchcult Today,12-Nov-07,"Doom Metal, Stoner Metal",3.71,3587,,52
36,Kungliga Filharmonikerna / Allmänna Sången / Arnie Roth,Distant Worlds: Music From Final Fantasy,4-Dec-07,"Video Game Music, Orchestral",3.75,210,,1
37,CunninLynguists,Dirty Acres,27-Nov-07,"Southern Hip Hop, Conscious Hip Hop, Political Hip Hop",3.71,1491,,52
38,АукцЫон [Auktyon],Девушки поют,21-Apr-07,"Art Rock, Jazz-Rock",3.72,695,,10
39,M.I.A.,Kala,21-Aug-07,"UK Hip Hop, Electropop",3.65,8743,,145
40,PJ Harvey,White Chalk,24-Sep-07,"Singer/Songwriter, Chamber Folk",3.7,4707,,136
41,Yellow Swans,Drowner Yellow Swans,7-Oct-07,"Noise, Drone",3.72,411,,7
42,Eddie Vedder,Into the Wild,18-Sep-07,"Acoustic Rock, Film Soundtrack, Singer/Songwriter",3.7,2738,,61
43,DJ Sound,Volume 9: Negative Thoughts,2007,"Memphis Rap, Southern Hip Hop",3.74,218,,1
44,Jonny Greenwood,There Will Be Blood,18-Dec-07,"Modern Classical, Film Score",3.71,1780,,44
45,Bach Collegium Japan / Masaaki Suzuki,Mass in B Minor,30-Oct-07,"Baroque Music, Christian Liturgical Music, Choral",3.72,165,,2
46,Alcest,Souvenirs d'un autre monde,6-Aug-07,"Shoegaze, Blackgaze, Post-Metal",3.63,9172,,172
47,Jens Lekman,Night Falls Over Kortedala,5-Sep-07,"Chamber Pop, Indie Pop, Singer/Songwriter",3.68,3915,,98
48,Phideaux,Doomsday Afternoon,17-Jun-07,Progressive Rock,3.71,750,,23
49,Kanye West,Graduation,11-Sep-07,Pop Rap,3.55,27333,,234
50,Neal Morse,Sola Scriptura,26-Feb-07,"Progressive Rock, Symphonic Prog",3.68,526,,29
51,Streetlight Manifesto,Somewhere in the Between,13-Nov-07,"Ska Punk, Third Wave Ska",3.68,1507,,23
52,Evoken,A Caress of the Void,20-Nov-07,"Funeral Doom Metal, Death Doom Metal",3.69,578,,11
53,Machine Head,The Blackening,27-Mar-07,"Groove Metal, Thrash Metal",3.62,3574,,118
54,Devin Townsend,Ziltoid the Omniscient,21-May-07,Progressive Metal,3.67,2674,,68
55,凛として時雨 [Ling Tosite Sigure],Inspiration Is Dead,22-Aug-07,"Post-Hardcore, Alternative Rock",3.7,869,,4
56,Oceansize,Frames,1-Oct-07,Progressive Rock,3.68,1651,,59
57,UGK,Underground Kingz,7-Aug-07,"Gangsta Rap, Dirty South, Southern Hip Hop",3.67,1293,,32
58,Dark Tranquillity,Fiction,24-Apr-07,Melodic Death Metal,3.65,2302,,56
59,Ulver,Shadows of the Sun,1-Oct-07,"Ambient, Electronic, Ambient Pop",3.64,5624,,115
60,Virgin Black,Requiem: Mezzo forte,3-Apr-07,"Doom Metal, Gothic Metal",3.66,624,,27
61,Kashiwa Daisuke,Program Music I,24-Aug-07,"Electronic, Modern Classical, Cinematic Classical",3.65,2538,,45
62,Spoon,Ga Ga Ga Ga Ga,10-Jul-07,Indie Rock,3.65,4859,,115
63,Julma-Henri & Syrjäytyneet,Al-Qaida Finland,23-May-07,"Political Hip Hop, Conscious Hip Hop, Hardcore Hip Hop",3.71,198,,3
64,Slough Feg,Hardworlder,4-Jul-07,Heavy Metal,3.69,484,,13
65,Colosseum,Chapter 1: Delirium,19-Nov-07,Funeral Doom Metal,3.69,324,,9
66,And Also the Trees,(Listen For) The Rag and Bone Man,12-Nov-07,Art Rock,3.69,516,,15
67,Mavis Staples,We'll Never Turn Back,24-Apr-07,"Country Soul, Deep Soul, Southern Soul",3.71,409,,14
68,Ictus,Imperivm,2007,"Crust Punk, Melodic Metalcore",3.67,446,,4
69,Sigur Rós,Hvarf / Heim,6-Nov-07,Post-Rock,3.66,3478,,60
70,The Ocean,Precambrian,2-Nov-07,"Sludge Metal, Atmospheric Sludge Metal",3.64,2065,,42
71,Y Society,Travel at Your Own Pace,9-Oct-07,"Conscious Hip Hop, East Coast Hip Hop, Boom Bap",3.69,411,,16
72,El-P,I'll Sleep When You're Dead,20-Mar-07,"Abstract Hip Hop, Experimental Hip Hop, East Coast Hip Hop",3.65,3000,,69
73,Rosetta,Wake/Lift,2-Oct-07,"Atmospheric Sludge Metal, Post-Metal",3.67,1339,,26
74,The Felice Brothers,Tonight at the Arizona,11-Jun-07,"Folk Rock, Contemporary Folk",3.72,242,,11
75,Gazpacho,Night,7-Feb-07,Progressive Rock,3.66,962,,25
76,Amorphis,Silent Waters,31-Aug-07,Progressive Metal,3.64,1807,,37
77,The Dear Hunter,"Act II: The Meaning of, and All Things Regarding Ms. Leading",22-May-07,"Progressive Rock, Indie Rock, Rock Opera",3.64,1493,,37
78,Neurosis,Given to the Rising,8-May-07,"Atmospheric Sludge Metal, Sludge Metal",3.64,2578,,59
79,Rotting Christ,Theogonia,22-Jan-07,Melodic Black Metal,3.64,1254,,26
80,Worship,Dooom,19-Oct-07,Funeral Doom Metal,3.65,398,,9
81,High on Fire,Death Is This Communion,18-Sep-07,"Stoner Metal, Sludge Metal",3.66,1913,,43
82,Lisabö,Ezlekuak,8-Feb-07,Post-Hardcore,3.69,244,,3
83,Einstürzende Neubauten,Alles wieder offen,19-Oct-07,"Industrial, Art Pop",3.65,1116,,21
84,Threshold,Dead Reckoning,23-Mar-07,Progressive Metal,3.64,641,,16
85,Arditti String Quartet,Grido; Reigen seliger Geister; Gran Torso,2007,"Chamber Music, Musique concrète instrumentale",3.69,198,,1
86,Earthless,Rhythms From a Cosmic Sky,8-May-07,"Space Rock, Stoner Rock, Psychedelic Rock, Jam Band",3.65,1226,,39
